time, pascal, temperature
      20233105,-112.051, 25.3298
      20243105,-112.051, 25.3298
      20253105,-117.311, 25.3298
      20263105,-112.051, 25.3298
      20273105,-112.051, 25.3298
      20283223,-112.051, 25.3298
      20293178,-112.051, 25.3298
      20303106,-112.051, 25.3298
      20313105,-112.051, 25.3298
      20323105,-112.051, 25.3298
      20333105,-112.051, 25.3298
      20343105,-112.051, 25.3298
      20353105,-112.051, 25.3298
      20363105,-112.051, 25.3298
      20373105,-112.051, 25.3298
      20383105,-112.051, 25.3298
      20393105, -106.79, 25.3298
      20403105,-112.051, 25.3298
      20413105,-112.051, 25.3298
      20423218,-112.051, 25.3298
      20433274,-112.051, 25.3298
      20443249,-112.051, 25.3298
      20453231,-112.051, 25.3298
      20463218, -106.79, 25.3298
      20473232, -106.79, 25.3298
      20483125, -106.79, 25.3298
      20493105, -101.53, 25.3298
      20503105, -106.79, 25.3298
      20513105, -106.79, 25.3298
      20523105, -106.79, 25.3298
      20533105, -106.79, 25.3298
      20543105, -106.79, 25.3298
      20553105, -106.79, 25.3298
      20563105, -106.79, 25.3298
      20573105, -106.79, 25.3298
      20583105, -106.79, 25.3298
      20593105, -106.79, 25.3298
      20603256, -106.79, 25.3298
      20613177,-112.051, 25.3298
      20623106, -106.79, 25.3298
      20633105, -106.79, 25.3298
      20643105,-112.051, 25.3298
      20653105,-112.051, 25.3298
      20663105, -106.79, 25.3298
      20673105,-112.051, 25.3298
      20683105,-112.051, 25.3298
      20693105,-117.311, 25.3298
      20703105,-112.051, 25.3298
      20713105,-112.051, 25.3298
      20723105,-112.051, 25.3298
      20733105,-112.051, 25.3298
      20743105,-112.051, 25.3298
      20753105,-112.051, 25.3298
      20763277,-112.051, 25.3298
      20773175,-112.051, 25.3298
      20783106,-112.051, 25.3298
      20793105,-112.051, 25.3298
      20803105,-112.051, 25.3298
      20813105,-112.051, 25.3298
      20823105,-112.051, 25.3298
      20833105,-112.051, 25.3298
      20843105,-112.051, 25.3298
      20853105,-112.051, 25.3298
      20863105,-117.311, 25.3298
      20873105, -106.79, 25.3298
      20883105, -101.53, 25.3298
      20893105, -106.79, 25.3298
      20903105, -106.79, 25.3298
      20913105, -106.79, 25.3298
      20923284, -106.79, 25.3298
      20933179,-112.051, 25.3298
      20943106, -106.79, 25.3298
      20953105, -106.79, 25.3298
      20963105, -106.79, 25.3298
      20973105,-112.051, 25.3298
      20983105,-112.051, 25.3298
      20993105,-112.051, 25.3298
      21003105,-112.051, 25.3298
      21013105,-112.051, 25.3298
      21023105,-112.051, 25.3298
      21033105,-112.051, 25.3298
      21043105,-112.051, 25.3298
      21053105,-112.051, 25.3298
      21063105,-112.051, 25.3298
      21073105,-112.051, 25.3298
      21083288, -106.79, 25.3298
      21093178, -106.79, 25.3298
      21103106, -106.79, 25.3298
      21113105, -106.79, 25.3298
      21123105, -106.79, 25.3298
      21133105, -106.79, 25.3298
      21143105, -106.79, 25.3298
      21153105, -106.79, 25.3298
      21163105, -106.79, 25.3298
      21173105, -106.79, 25.3298
      21183105,-112.051, 25.3298
      21193105,-112.051, 25.3298
      21203105,-112.051, 25.3298
      21213105,-112.051, 25.3298
      21223105,-112.051, 25.3298
      21233105,-112.051, 25.3298
      21243228,-112.051, 25.3298
      21253171,-112.051, 25.3298
      21263106,-112.051, 25.3298
      21273105,-112.051, 25.3298
      21283105,-112.051, 25.3298
      21293105,-112.051, 25.3298
      21303105,-112.051, 25.3298
      21313105,-112.051, 25.3298
      21323105,-112.051, 25.3298
      21333105,-112.051, 25.3298
      21343105,-112.051, 25.3298
      21353105,-112.051, 25.3298
      21363105,-112.051, 25.3298
      21373105,-112.051, 25.3298
      21383105,-112.051, 25.3298
      21393105,-112.051, 25.3298
      21403229,-112.051, 25.3298
      21413169,-112.051, 25.3298
      21423247,-112.051, 25.3298
      21433215,-112.051, 25.3298
